ra,nome_exibicao,ano_referencia,origem_aba,fase,turma,ciclo_programa,pedra_atual,genero,idade,ano_nasc,ano_ingresso,anos_no_programa,instituicao,fase_ideal_num,inde_22,inde_23,inde_24,inde_atual,inde_anterior,delta_inde,cg,cf,ct,n_av,iaa,ieg,ips,ipp,ida,ipv,ian,categoria_ian,risco_atual,mat,por,ing,media_academica,media_comportamental,defasagem
RA-752,Aluno-752,2022,PEDE2022,0,K,Topazio,Topazio,Feminino,11.0,2011.0,2022,0.0,Escola Pública,2.0,8.197,,,8.197,,,86.0,22.0,4.0,2.0,10.0,9.0,7.5,,9.5,8.417,5.0,Defasagem moderada,1.0,9.6,9.4,,9.5,8.833333333333334,-2
RA-753,Aluno-753,2022,PEDE2022,0,K,Topazio,Topazio,Feminino,8.0,2014.0,2022,0.0,Escola Pública,0.0,8.481,,,8.481,,,37.0,8.0,2.0,2.0,9.5,8.6,7.5,,9.1,8.417,10.0,Adequado,0.0,9.4,8.8,,9.100000000000001,8.533333333333333,0
RA-754,Aluno-754,2022,PEDE2022,0,K,Agata,Agata,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,6.602,,,6.602,,,626.0,169.0,9.0,2.0,10.0,5.8,4.4,,7.9,6.917,5.0,Defasagem moderada,1.0,7.8,8.1,,7.949999999999999,6.733333333333334,-1
RA-755,Aluno-755,2022,PEDE2022,0,K,Topazio,Topazio,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,8.566,,,8.566,,,29.0,4.0,1.0,2.0,9.5,9.2,6.9,,9.5,8.083,10.0,Adequado,0.0,9.8,9.3,,9.55,8.533333333333333,0
RA-756,Aluno-756,2022,PEDE2022,0,K,Agata,Agata,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,6.976,,,6.976,,,495.0,142.0,8.0,2.0,10.0,7.9,7.5,,5.7,7.25,5.0,Defasagem moderada,1.0,5.6,5.8,,5.699999999999999,8.466666666666667,-1
RA-757,Aluno-757,2022,PEDE2022,0,K,Topazio,Topazio,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,8.26,,,8.26,,,71.0,18.0,3.0,2.0,9.5,9.3,7.5,,9.7,8.5,5.0,Defasagem moderada,1.0,9.9,9.6,,9.75,8.766666666666667,-1
RA-758,Aluno-758,2022,PEDE2022,0,L,Ametista,Ametista,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.911,,,7.911,,,166.0,45.0,5.0,2.0,9.0,9.1,7.5,,8.1,8.333,5.0,Defasagem moderada,1.0,8.0,8.2,,8.1,8.533333333333333,-1
RA-759,Aluno-759,2022,PEDE2022,0,L,Ametista,Ametista,Feminino,10.0,2012.0,2021,1.0,Escola Pública,2.0,7.563,,,7.563,,,288.0,81.0,7.0,2.0,9.0,8.6,7.5,,7.5,7.833,5.0,Defasagem moderada,1.0,8.3,6.7,,7.5,8.366666666666667,-2
RA-76,Aluno-76,2022,PEDE2022,5,F,Topazio,Topazio,Feminino,15.0,2007.0,2017,5.0,Rede Decisão,5.0,9.105,,,9.105,,,3.0,3.0,1.0,4.0,10.0,9.1,8.1,,8.7,9.292,10.0,Adequado,0.0,9.3,8.3,8.4,8.666666666666666,9.066666666666668,0
RA-760,Aluno-760,2022,PEDE2022,0,L,Topazio,Topazio,Masculino,11.0,2011.0,2021,1.0,Escola Pública,2.0,8.172,,,8.172,,,94.0,25.0,2.0,2.0,9.0,9.2,7.5,,8.8,8.917,5.0,Defasagem moderada,1.0,9.3,8.2,,8.75,8.566666666666666,-2
RA-761,Aluno-761,2022,PEDE2022,0,L,Topazio,Topazio,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,8.06,,,8.06,,,130.0,36.0,3.0,2.0,10.0,9.4,7.5,,8.2,8.25,5.0,Defasagem moderada,1.0,8.8,7.5,,8.15,8.966666666666667,-1
RA-762,Aluno-762,2022,PEDE2022,0,L,Ametista,Ametista,Masculino,12.0,2010.0,2022,0.0,Escola Pública,3.0,7.28,,,7.28,,,402.0,118.0,10.0,2.0,10.0,9.7,7.5,,6.7,7.083,2.5,Defasagem severa,1.0,7.3,6.0,,6.65,9.066666666666666,-3
RA-763,Aluno-763,2022,PEDE2022,0,L,Ametista,Ametista,Feminino,10.0,2012.0,2021,1.0,Escola Pública,2.0,7.402,,,7.402,,,361.0,109.0,9.0,2.0,9.5,9.7,7.5,,6.5,7.167,5.0,Defasagem moderada,1.0,6.3,6.7,,6.5,8.9,-2
RA-764,Aluno-764,2022,PEDE2022,0,L,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,8.004,,,8.004,,,141.0,38.0,4.0,2.0,9.0,8.8,7.5,,7.5,7.667,10.0,Adequado,0.0,7.2,7.8,,7.5,8.433333333333334,0
RA-765,Aluno-765,2022,PEDE2022,0,L,Agata,Agata,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,6.902,,,6.902,,,523.0,149.0,11.0,2.0,8.5,9.3,7.5,,4.3,7.417,5.0,Defasagem moderada,1.0,5.0,3.7,,4.35,8.433333333333334,-1
RA-766,Aluno-766,2022,PEDE2022,0,L,Topazio,Topazio,Feminino,11.0,2011.0,2020,2.0,Escola Pública,2.0,8.185,,,8.185,,,88.0,23.0,1.0,2.0,10.0,9.5,7.5,,8.7,8.333,5.0,Defasagem moderada,1.0,8.5,8.8,,8.65,9.0,-2
RA-767,Aluno-767,2022,PEDE2022,0,L,Ametista,Ametista,Masculino,10.0,2012.0,2021,1.0,Escola Pública,2.0,7.511,,,7.511,,,304.0,87.0,8.0,2.0,9.5,9.0,7.5,,7.0,7.583,5.0,Defasagem moderada,1.0,7.3,6.7,,7.0,8.666666666666666,-2
RA-768,Aluno-768,2022,PEDE2022,0,L,Ametista,Ametista,Feminino,10.0,2012.0,2021,1.0,Escola Pública,2.0,7.646,,,7.646,,,255.0,71.0,6.0,2.0,9.0,10.0,7.5,,7.1,7.583,5.0,Defasagem moderada,1.0,7.0,7.2,,7.1,8.833333333333334,-2
RA-769,Aluno-769,2022,PEDE2022,0,M,Ametista,Ametista,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.598,,,7.598,,,272.0,76.0,3.0,2.0,10.0,7.5,7.5,,7.9,8.5,5.0,Defasagem moderada,1.0,9.6,6.2,,7.9,8.333333333333334,-1
RA-77,Aluno-77,2022,PEDE2022,5,F,Quartzo,Quartzo,Masculino,16.0,2006.0,2019,3.0,Escola Pública,6.0,3.846,,,3.846,,,857.0,60.0,5.0,4.0,7.1,2.7,5.0,,0.7,4.625,5.0,Defasagem moderada,1.0,0.3,1.8,0.0,0.7000000000000001,4.933333333333334,-1
RA-770,Aluno-770,2022,PEDE2022,0,M,Topazio,Topazio,Masculino,7.0,2015.0,2022,0.0,Escola Pública,0.0,8.143,,,8.143,,,101.0,28.0,1.0,2.0,9.5,8.9,7.5,,8.3,7.333,10.0,Adequado,0.0,8.5,8.1,,8.3,8.633333333333333,0
RA-771,Aluno-771,2022,PEDE2022,0,M,Ametista,Ametista,Feminino,7.0,2015.0,2022,0.0,Escola Pública,0.0,7.873,,,7.873,,,179.0,49.0,2.0,2.0,10.0,8.3,7.5,,7.0,7.5,10.0,Adequado,0.0,7.2,6.9,,7.050000000000001,8.6,0
RA-772,Aluno-772,2022,PEDE2022,0,M,Agata,Agata,Masculino,11.0,2011.0,2021,1.0,Escola Pública,2.0,6.994,,,6.994,,,490.0,139.0,5.0,2.0,9.0,5.4,7.5,,9.2,7.25,5.0,Defasagem moderada,1.0,9.3,9.2,,9.25,7.3,-2
RA-773,Aluno-773,2022,PEDE2022,0,M,Agata,Agata,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,6.922,,,6.922,,,520.0,147.0,6.0,2.0,10.0,6.8,5.0,,8.1,7.083,5.0,Defasagem moderada,1.0,9.3,6.8,,8.05,7.266666666666667,-1
RA-774,Aluno-774,2022,PEDE2022,0,M,Ametista,Ametista,Feminino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.587,,,7.587,,,280.0,78.0,4.0,2.0,10.0,7.8,7.5,,6.1,7.417,10.0,Adequado,0.0,7.8,4.4,,6.1,8.433333333333334,0
RA-775,Aluno-775,2022,PEDE2022,0,N,Quartzo,Quartzo,Masculino,10.0,2012.0,2021,1.0,Escola Pública,2.0,5.79,,,5.79,,,751.0,182.0,7.0,2.0,7.9,5.7,4.4,,5.7,6.417,5.0,Defasagem moderada,1.0,5.5,5.8,,5.65,6.0,-2
RA-776,Aluno-776,2022,PEDE2022,0,N,Quartzo,Quartzo,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,3.898,,,3.898,,,856.0,190.0,9.0,2.0,0.0,4.3,4.4,,1.7,6.333,5.0,Defasagem moderada,1.0,0.0,3.3,,1.65,2.9,-1
RA-777,Aluno-777,2022,PEDE2022,0,N,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.096,,,7.096,,,457.0,133.0,4.0,2.0,8.0,7.7,7.5,,5.3,7.0,10.0,Adequado,0.0,6.5,4.0,,5.25,7.733333333333333,0
RA-778,Aluno-778,2022,PEDE2022,0,N,Ametista,Ametista,Feminino,9.0,2013.0,2021,1.0,Escola Pública,1.0,7.432,,,7.432,,,342.0,100.0,3.0,2.0,10.0,6.7,7.5,,7.1,8.833,5.0,Defasagem moderada,1.0,6.0,8.2,,7.1,8.066666666666666,-1
RA-779,Aluno-779,2022,PEDE2022,0,N,Quartzo,Quartzo,Masculino,10.0,2012.0,2022,0.0,Escola Pública,2.0,5.702,,,5.702,,,760.0,183.0,8.0,2.0,9.5,5.0,7.5,,2.6,7.083,5.0,Defasagem moderada,1.0,2.2,3.0,,2.6,7.333333333333333,-2
RA-78,Aluno-78,2022,PEDE2022,5,F,Ametista,Ametista,Masculino,17.0,2005.0,2018,4.0,Rede Decisão,7.0,7.04,,,7.04,,,475.0,29.0,2.0,4.0,8.3,6.6,5.6,,7.2,8.0,5.0,Defasagem moderada,1.0,8.7,5.7,7.3,7.233333333333333,6.833333333333333,-2
RA-780,Aluno-780,2022,PEDE2022,0,N,Agata,Agata,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,6.955,,,6.955,,,502.0,143.0,6.0,2.0,8.0,7.6,7.5,,6.9,7.167,5.0,Defasagem moderada,1.0,6.3,7.5,,6.9,7.7,-1
RA-781,Aluno-781,2022,PEDE2022,0,N,Ametista,Ametista,Feminino,9.0,2013.0,2021,1.0,Escola Pública,1.0,7.786,,,7.786,,,205.0,54.0,1.0,2.0,10.0,8.9,7.5,,8.3,7.75,5.0,Defasagem moderada,1.0,8.0,8.5,,8.25,8.799999999999999,-1
RA-782,Aluno-782,2022,PEDE2022,0,N,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.485,,,7.485,,,317.0,93.0,2.0,2.0,9.5,8.4,7.5,,6.0,7.0,10.0,Adequado,0.0,5.7,6.3,,6.0,8.466666666666667,0
RA-783,Aluno-783,2022,PEDE2022,0,N,Agata,Agata,Masculino,8.0,2014.0,2021,1.0,Escola Pública,0.0,6.996,,,6.996,,,487.0,138.0,5.0,2.0,9.5,5.8,7.5,,6.0,6.917,10.0,Adequado,0.0,4.7,7.3,,6.0,7.6000000000000005,0
RA-784,Aluno-784,2022,PEDE2022,0,O,Topazio,Topazio,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,8.34,,,8.34,,,54.0,14.0,1.0,2.0,9.5,10.0,7.5,,8.2,9.25,5.0,Defasagem moderada,1.0,7.8,8.5,,8.15,9.0,-1
RA-785,Aluno-785,2022,PEDE2022,0,O,Ametista,Ametista,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.642,,,7.642,,,256.0,72.0,4.0,2.0,9.0,8.6,7.5,,8.4,7.667,5.0,Defasagem moderada,1.0,8.8,8.0,,8.4,8.366666666666667,-1
RA-786,Aluno-786,2022,PEDE2022,0,O,Agata,Agata,Masculino,11.0,2011.0,2019,3.0,Escola Pública,2.0,7.004,,,7.004,,,485.0,137.0,11.0,2.0,9.0,9.5,5.6,,6.1,7.167,5.0,Defasagem moderada,1.0,6.3,5.8,,6.05,8.033333333333333,-2
RA-787,Aluno-787,2022,PEDE2022,0,O,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.205,,,7.205,,,426.0,127.0,9.0,2.0,8.5,9.5,7.5,,3.4,7.25,10.0,Adequado,0.0,4.2,2.7,,3.45,8.5,0
RA-788,Aluno-788,2022,PEDE2022,0,O,Topazio,Topazio,Masculino,8.0,2014.0,2021,1.0,Rede Decisão,0.0,8.264,,,8.264,,,68.0,17.0,2.0,2.0,10.0,9.3,5.6,,8.0,8.667,10.0,Adequado,0.0,7.8,8.2,,8.0,8.299999999999999,0
RA-789,Aluno-789,2022,PEDE2022,0,O,Ametista,Ametista,Feminino,7.0,2015.0,2022,0.0,Escola Pública,0.0,7.405,,,7.405,,,359.0,108.0,7.0,2.0,9.0,9.4,7.5,,4.2,7.417,10.0,Adequado,0.0,3.7,4.7,,4.2,8.633333333333333,0
RA-79,Aluno-79,2022,PEDE2022,5,F,Agata,Agata,Feminino,16.0,2006.0,2018,4.0,Rede Decisão,6.0,6.847,,,6.847,,,541.0,31.0,3.0,4.0,5.4,6.3,5.6,,8.9,7.292,5.0,Defasagem moderada,1.0,9.5,7.7,9.5,8.9,5.766666666666666,-1
RA-790,Aluno-790,2022,PEDE2022,0,O,Ametista,Ametista,Feminino,11.0,2011.0,2022,0.0,Escola Pública,2.0,7.504,,,7.504,,,307.0,89.0,6.0,2.0,9.0,8.9,7.5,,7.8,7.417,5.0,Defasagem moderada,1.0,8.5,7.2,,7.85,8.466666666666667,-2
RA-791,Aluno-791,2022,PEDE2022,0,O,Ametista,Ametista,Feminino,11.0,2011.0,2022,0.0,Escola Pública,2.0,7.507,,,7.507,,,306.0,88.0,5.0,2.0,9.5,8.7,7.5,,6.5,8.5,5.0,Defasagem moderada,1.0,6.3,6.7,,6.5,8.566666666666666,-2
RA-792,Aluno-792,2022,PEDE2022,0,O,Agata,Agata,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.025,,,7.025,,,480.0,136.0,10.0,2.0,9.5,8.0,7.5,,6.2,7.167,5.0,Defasagem moderada,1.0,6.5,5.8,,6.15,8.333333333333334,-1
RA-793,Aluno-793,2022,PEDE2022,0,O,Agata,Agata,Masculino,10.0,2012.0,2022,0.0,Escola Pública,2.0,6.894,,,6.894,,,527.0,151.0,12.0,2.0,9.5,7.6,7.5,,6.0,7.333,5.0,Defasagem moderada,1.0,6.0,6.0,,6.0,8.200000000000001,-2
RA-794,Aluno-794,2022,PEDE2022,0,O,Ametista,Ametista,Feminino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.335,,,7.335,,,381.0,114.0,8.0,2.0,9.5,8.9,7.5,,4.1,7.333,10.0,Adequado,0.0,3.7,4.5,,4.1,8.633333333333333,0
RA-795,Aluno-795,2022,PEDE2022,0,O,Topazio,Topazio,Feminino,8.0,2014.0,2022,0.0,Escola Pública,0.0,8.064,,,8.064,,,126.0,35.0,3.0,2.0,9.0,9.7,7.5,,7.3,7.333,10.0,Adequado,0.0,8.0,6.5,,7.25,8.733333333333333,0
RA-796,Aluno-796,2022,PEDE2022,0,Q,Ametista,Ametista,Feminino,10.0,2012.0,2022,0.0,Escola Pública,2.0,7.232,,,7.232,,,416.0,123.0,3.0,2.0,9.5,9.3,7.5,,5.4,7.667,5.0,Defasagem moderada,1.0,5.8,5.0,,5.4,8.766666666666667,-2
RA-797,Aluno-797,2022,PEDE2022,0,Q,Ametista,Ametista,Masculino,10.0,2012.0,2021,1.0,Escola Pública,2.0,7.217,,,7.217,,,421.0,126.0,4.0,2.0,9.0,8.5,7.5,,7.3,7.5,5.0,Defasagem moderada,1.0,8.2,6.5,,7.35,8.333333333333334,-2
RA-798,Aluno-798,2022,PEDE2022,0,Q,Ametista,Ametista,Masculino,10.0,2012.0,2022,0.0,Escola Pública,2.0,7.049,,,7.049,,,472.0,135.0,5.0,2.0,8.0,8.3,7.5,,6.3,7.667,5.0,Defasagem moderada,1.0,7.0,5.7,,6.35,7.933333333333334,-2
RA-799,Aluno-799,2022,PEDE2022,0,Q,Ametista,Ametista,Feminino,10.0,2012.0,2022,0.0,Escola Pública,2.0,7.676,,,7.676,,,244.0,65.0,2.0,2.0,8.0,9.6,7.5,,7.8,7.917,5.0,Defasagem moderada,1.0,8.5,7.2,,7.85,8.366666666666667,-2
RA-8,Aluno-8,2022,PEDE2022,7,A,Quartzo,Quartzo,Feminino,20.0,2002.0,2018,4.0,Escola Pública,8.0,4.786,,,4.786,,,836.0,21.0,13.0,4.0,7.1,4.6,6.3,,1.6,6.278,5.0,Defasagem moderada,1.0,1.2,0.7,2.9,1.5999999999999999,6.0,-1
RA-80,Aluno-80,2022,PEDE2022,5,K,Ametista,Ametista,Feminino,16.0,2006.0,2017,5.0,Rede Decisão,6.0,7.29,,,7.29,,,397.0,26.0,6.0,4.0,9.2,8.3,5.0,,7.1,7.625,5.0,Defasagem moderada,1.0,6.5,7.7,7.3,7.166666666666667,7.5,-1
RA-800,Aluno-800,2022,PEDE2022,0,Q,Agata,Agata,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,6.818,,,6.818,,,551.0,157.0,8.0,2.0,8.0,5.4,7.5,,6.1,7.5,10.0,Adequado,0.0,6.3,5.8,,6.05,6.966666666666666,0
RA-801,Aluno-801,2022,PEDE2022,0,Q,Agata,Agata,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,6.644,,,6.644,,,611.0,167.0,9.0,2.0,7.0,6.6,7.5,,6.8,7.5,5.0,Defasagem moderada,1.0,7.2,6.3,,6.75,7.033333333333334,-1
RA-802,Aluno-802,2022,PEDE2022,0,Q,Ametista,Ametista,Masculino,9.0,2013.0,2021,1.0,Escola Pública,1.0,7.831,,,7.831,,,193.0,51.0,1.0,2.0,9.0,9.0,7.5,,8.3,8.333,5.0,Defasagem moderada,1.0,9.0,7.5,,8.25,8.5,-1
RA-803,Aluno-803,2022,PEDE2022,0,Q,Agata,Agata,Feminino,10.0,2012.0,2022,0.0,Escola Pública,2.0,6.98,,,6.98,,,494.0,141.0,6.0,2.0,10.0,7.2,7.5,,6.3,7.417,5.0,Defasagem moderada,1.0,6.5,6.0,,6.25,8.233333333333333,-2
RA-804,Aluno-804,2022,PEDE2022,0,Q,Agata,Agata,Masculino,10.0,2012.0,2022,0.0,Escola Pública,2.0,6.848,,,6.848,,,540.0,153.0,7.0,2.0,10.0,8.4,6.3,,4.8,7.667,5.0,Defasagem moderada,1.0,5.5,4.0,,4.75,8.233333333333333,-2
RA-805,Aluno-805,2022,PEDE2022,0,R,Topazio,Topazio,Masculino,8.0,2014.0,2021,1.0,Escola Pública,0.0,8.279,,,8.279,,,65.0,16.0,2.0,2.0,9.5,9.0,7.5,,8.8,7.333,10.0,Adequado,0.0,8.7,8.9,,8.8,8.666666666666666,0
RA-806,Aluno-806,2022,PEDE2022,0,R,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.561,,,7.561,,,290.0,82.0,5.0,2.0,9.5,7.3,7.5,,6.6,7.917,10.0,Adequado,0.0,5.0,8.2,,6.6,8.1,0
RA-807,Aluno-807,2022,PEDE2022,0,R,Topazio,Topazio,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,8.121,,,8.121,,,109.0,31.0,3.0,2.0,9.5,8.7,6.3,,9.0,7.5,10.0,Adequado,0.0,9.5,8.6,,9.05,8.166666666666666,0
RA-808,Aluno-808,2022,PEDE2022,0,R,Topazio,Topazio,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,8.361,,,8.361,,,51.0,12.0,1.0,2.0,10.0,9.1,6.3,,9.3,8.0,10.0,Adequado,0.0,9.7,8.8,,9.25,8.466666666666667,0
RA-809,Aluno-809,2022,PEDE2022,0,R,Ametista,Ametista,Masculino,7.0,2015.0,2022,0.0,Escola Pública,0.0,7.259,,,7.259,,,410.0,120.0,7.0,2.0,10.0,6.6,6.3,,6.3,7.417,10.0,Adequado,0.0,5.5,7.1,,6.3,7.633333333333334,0
RA-81,Aluno-81,2022,PEDE2022,5,K,Ametista,Ametista,Feminino,14.0,2008.0,2017,5.0,Rede Decisão,4.0,7.675,,,7.675,,,247.0,14.0,2.0,4.0,9.2,9.2,5.0,,6.0,7.458,10.0,Adequado,0.0,5.5,5.2,7.3,6.0,7.8,1
RA-810,Aluno-810,2022,PEDE2022,0,R,Ametista,Ametista,Masculino,8.0,2014.0,2021,1.0,Escola Pública,0.0,7.887,,,7.887,,,175.0,47.0,4.0,2.0,8.5,9.1,5.0,,9.6,7.25,10.0,Adequado,0.0,9.7,9.5,,9.6,7.533333333333334,0
RA-811,Aluno-811,2022,PEDE2022,0,R,Agata,Agata,Feminino,9.0,2013.0,2021,1.0,Escola Pública,1.0,6.575,,,6.575,,,635.0,170.0,8.0,2.0,8.9,5.7,5.6,,7.3,7.667,5.0,Defasagem moderada,1.0,8.9,5.7,,7.300000000000001,6.733333333333334,-1
RA-812,Aluno-812,2022,PEDE2022,0,R,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.497,,,7.497,,,313.0,90.0,6.0,2.0,9.0,8.1,5.6,,7.4,7.333,10.0,Adequado,0.0,8.3,6.6,,7.45,7.566666666666667,0
RA-813,Aluno-813,2022,PEDE2022,0,S,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.093,,,7.093,,,459.0,134.0,6.0,2.0,9.5,6.5,6.9,,6.0,7.417,10.0,Adequado,0.0,6.7,5.3,,6.0,7.633333333333333,0
RA-814,Aluno-814,2022,PEDE2022,0,S,Ametista,Ametista,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.592,,,7.592,,,275.0,77.0,4.0,2.0,8.9,9.0,6.9,,7.5,8.417,5.0,Defasagem moderada,1.0,7.8,7.2,,7.5,8.266666666666666,-1
RA-815,Aluno-815,2022,PEDE2022,0,S,Agata,Agata,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,6.81,,,6.81,,,552.0,158.0,7.0,2.0,10.0,7.9,5.6,,6.5,7.0,5.0,Defasagem moderada,1.0,7.7,5.3,,6.5,7.833333333333333,-1
RA-816,Aluno-816,2022,PEDE2022,0,S,Topazio,Topazio,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,8.513,,,8.513,,,32.0,6.0,1.0,2.0,10.0,9.3,7.5,,9.6,9.417,5.0,Defasagem moderada,1.0,9.5,9.7,,9.6,8.933333333333334,-1
RA-817,Aluno-817,2022,PEDE2022,0,S,Ametista,Ametista,Feminino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.819,,,7.819,,,197.0,52.0,2.0,2.0,10.0,8.7,6.3,,7.1,7.417,10.0,Adequado,0.0,7.7,6.5,,7.1,8.333333333333334,0
RA-818,Aluno-818,2022,PEDE2022,0,S,Ametista,Ametista,Masculino,7.0,2015.0,2022,0.0,Escola Pública,0.0,7.483,,,7.483,,,320.0,95.0,5.0,2.0,9.5,7.3,7.5,,6.2,7.5,10.0,Adequado,0.0,6.5,5.8,,6.15,8.1,0
RA-819,Aluno-819,2022,PEDE2022,0,S,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.741,,,7.741,,,223.0,59.0,3.0,2.0,10.0,7.9,7.5,,7.3,7.333,10.0,Adequado,0.0,8.0,6.5,,7.25,8.466666666666667,0
RA-82,Aluno-82,2022,PEDE2022,5,K,Agata,Agata,Feminino,17.0,2005.0,2022,0.0,Escola Pública,7.0,6.596,,,6.596,,,628.0,37.0,9.0,4.0,8.8,6.8,7.5,,5.5,6.417,5.0,Defasagem moderada,1.0,6.0,5.0,,5.5,7.7,-2
RA-820,Aluno-820,2022,PEDE2022,0,T,Ametista,Ametista,Masculino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.417,,,7.417,,,349.0,103.0,1.0,2.0,9.5,10.0,6.9,,6.0,7.583,5.0,Defasagem moderada,1.0,7.7,4.3,,6.0,8.799999999999999,-1
RA-821,Aluno-821,2022,PEDE2022,0,T,Agata,Agata,Masculino,10.0,2012.0,2022,0.0,Escola Pública,2.0,6.342,,,6.342,,,671.0,174.0,5.0,2.0,9.0,7.0,7.5,,4.6,6.917,5.0,Defasagem moderada,1.0,5.2,4.0,,4.6,7.833333333333333,-2
RA-822,Aluno-822,2022,PEDE2022,0,T,Agata,Agata,Masculino,10.0,2012.0,2022,0.0,Escola Pública,2.0,6.922,,,6.922,,,521.0,148.0,3.0,2.0,8.0,8.4,7.5,,6.1,7.083,5.0,Defasagem moderada,1.0,6.5,5.7,,6.1,7.966666666666666,-2
RA-823,Aluno-823,2022,PEDE2022,0,T,Quartzo,Quartzo,Feminino,10.0,2012.0,2021,1.0,Escola Pública,2.0,5.989,,,5.989,,,729.0,181.0,6.0,2.0,10.0,6.0,7.5,,2.8,7.167,5.0,Defasagem moderada,1.0,4.0,1.7,,2.85,7.833333333333333,-2
RA-824,Aluno-824,2022,PEDE2022,0,T,Agata,Agata,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,6.799,,,6.799,,,555.0,159.0,4.0,2.0,10.0,4.4,6.9,,6.0,7.333,10.0,Adequado,0.0,7.0,5.0,,6.0,7.1000000000000005,0
RA-825,Aluno-825,2022,PEDE2022,0,T,Ametista,Ametista,Feminino,9.0,2013.0,2021,1.0,Escola Pública,1.0,7.25,,,7.25,,,412.0,121.0,2.0,2.0,7.5,8.2,6.9,,7.6,7.917,5.0,Defasagem moderada,1.0,8.3,6.8,,7.550000000000001,7.533333333333334,-1
RA-826,Aluno-826,2022,PEDE2022,0,U,Ametista,Ametista,Masculino,8.0,2014.0,2022,0.0,Escola Pública,0.0,7.776,,,7.776,,,211.0,55.0,5.0,2.0,9.5,9.6,7.5,,5.4,7.5,10.0,Adequado,0.0,4.3,6.5,,5.4,8.866666666666667,0
RA-827,Aluno-827,2022,PEDE2022,0,U,Ametista,Ametista,Feminino,10.0,2012.0,2022,0.0,Escola Pública,2.0,7.412,,,7.412,,,352.0,104.0,6.0,2.0,9.5,7.0,7.5,,7.6,8.667,5.0,Defasagem moderada,1.0,7.7,7.5,,7.6,8.0,-2
RA-828,Aluno-828,2022,PEDE2022,0,U,Ametista,Ametista,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.139,,,7.139,,,444.0,131.0,9.0,2.0,9.5,7.1,7.5,,6.9,7.833,5.0,Defasagem moderada,1.0,7.3,6.5,,6.9,8.033333333333333,-1
RA-829,Aluno-829,2022,PEDE2022,0,U,Ametista,Ametista,Feminino,8.0,2014.0,2022,0.0,Escola Pública,0.0,8.003,,,8.003,,,142.0,39.0,3.0,2.0,9.0,8.6,7.5,,7.8,7.5,10.0,Adequado,0.0,8.2,7.5,,7.85,8.366666666666667,0
RA-83,Aluno-83,2022,PEDE2022,5,K,Agata,Agata,Feminino,17.0,2005.0,2022,0.0,Escola Pública,7.0,6.671,,,6.671,,,598.0,35.0,8.0,4.0,7.9,6.8,7.5,,6.8,5.958,5.0,Defasagem moderada,1.0,6.0,7.5,,6.75,7.3999999999999995,-2
RA-830,Aluno-830,2022,PEDE2022,0,U,Ametista,Ametista,Feminino,9.0,2013.0,2022,0.0,Escola Pública,1.0,7.234,,,7.234,,,414.0,122.0,8.0,2.0,10.0,8.6,7.5,,6.0,7.5,5.0,Defasagem moderada,1.0,5.8,6.2,,6.0,8.700000000000001,-1
